"platform","brand","keyword_matched","text","created_at","date","author","like_count","repost_count","post_uri"
"Bluesky","galaxy note","galaxy note","Il Samsung Galaxy S26 ha cambiato a malapena: dimensioni del nuovo top di gamma già note","2025-11-10T18:17:00.077-05:00","2025-11-10 23:17:00.077000+00:00","gagadgetit.bsky.social","0","0","at://did:plc:7bzwcq5v5t4wmcodx3kzsj2l/app.bsky.feed.post/3m5cqxbkcsn2l"
"Bluesky","galaxy note","galaxy note","👀 www.youtube.com/live/yqjMaKQ...","2025-11-11T02:11:26.846Z","2025-11-11 02:11:26.846000+00:00","richyg84.bsky.social","0","0","at://did:plc:5qb72b55mdify5f3uuv6yrf3/app.bsky.feed.post/3m5d2p6zp4c2l"
"Bluesky","galaxy note","galaxy note","I liked the Super Mario Bros. Movie.  I thought it was fun, funny, and attractive.  I just wish its story was better.  There are solid thematic hooks all over the place (Mario and DK both having daddy issues, for example) but it just doesn't capitalize on much of it. Hopefully, the sequel will!","2025-11-11T05:24:41.336Z","2025-11-11 05:24:41.336000+00:00","andreweisen.bsky.social","1","0","at://did:plc:6ma543fatz3cztc2x3ey2mkj/app.bsky.feed.post/3m5dfiqfia225"
"Bluesky","galaxy note","galaxy note","Ultra Slim Matte Magnetic Magsafe Phone Case for Samsung Galaxy S25 Plus S24 S23 S22 S21 Note 20 Business Shockproof PC Case","2025-11-11T10:03:42.197Z","2025-11-11 10:03:42.197000+00:00","gizopedia.bsky.social","0","0","at://did:plc:fcx5ybmclfiv7ibrrulohbkg/app.bsky.feed.post/3m5dv3nylxp2j"
"Bluesky","galaxy note","galaxy note","Galaxy Note 20 – Sở Hữu Ngay Công Nghệ Đỉnh Cao, Biến Mọi Ý Tưởng Thành Kiệt Tác! Galaxy Note 20 - Sở Hữu Ngay Công Nghệ Đỉnh Cao, Biến Mọi Ý Tưởng Thành Kiệt Tác! Trong thời đại số hóa, việc sở hữu một thiết bị thông minh mạnh mẽ và đa năng không còn là lựa chọn mà đã trở thành nhu cầu thiết yếu.…","2025-11-11T12:05:35Z","2025-11-11 12:05:35+00:00","queenvn.bsky.social","0","0","at://did:plc:olk6mhrifauaodxiquffevdd/app.bsky.feed.post/3m5e3vncxxk2r"
"Bluesky","galaxy note","galaxy note","5Pcs Hydrogel Film for Samsung Galaxy S21 S22 S20 S23 S24 Ultra S10 S9 S8 Plus FE Screen Protector for Samsung Note 20 10 9 Plus","2025-11-11T16:03:45.766Z","2025-11-11 16:03:45.766000+00:00","gizopedia.bsky.social","0","0","at://did:plc:fcx5ybmclfiv7ibrrulohbkg/app.bsky.feed.post/3m5ej7imvy62t"
"Bluesky","galaxy note","galaxy note","The Galaxy S26 Ultra might reward all you patient Galaxy S21 Ultra users next year.","2025-11-11T18:13:23.733Z","2025-11-11 18:13:23.733000+00:00","sammobile.com","0","0","at://did:plc:rvxv4ym53kmhtdulkxkhadkk/app.bsky.feed.post/3m5eqhc5dkc2z"
"Bluesky","galaxy note","galaxy note","Samsung, Galaxy S26 Ultra ile kablosuz şarjda vites büyütüyor Galaxy Note 7 fiyaskosundan beri pil konusunda çok temkinli olan Samsung, kablosuz şarjda Apple'ın epeyce gerisinde kalmıştı. Lakin artık, yeni Ultra modelde 25W, standart modellerde 20W kablosuz şarj takviyesi ile bu durum değişecek…","2025-11-11T19:03:28Z","2025-11-11 19:03:28+00:00","teknogundemms.bsky.social","0","0","at://did:plc:if3rj673jdhdkpahoz7sq775/app.bsky.feed.post/3m5etav67sw26"
"Bluesky","galaxy note","galaxy note","Shockproof Matte Transparent Case For Samsung Galaxy S24  S23 S22 S21 S20 Ultra Plus FE Note 20 10 A52 A71 A53  A34 S25 5G Cover","2025-11-11T19:03:41.155Z","2025-11-11 19:03:41.155000+00:00","gizopedia.bsky.social","0","0","at://did:plc:fcx5ybmclfiv7ibrrulohbkg/app.bsky.feed.post/3m5etb7vy4c2g"
"Bluesky","galaxy note","galaxy note","Okay I actually do appreciate them including a note about the region thing, hopefully nothing does actually affect what I need","2025-11-11T21:34:58.818Z","2025-11-11 21:34:58.818000+00:00","sylverpoint.bsky.social","1","0","at://did:plc:vftw2u4si6aq2gmjtpbtqddk/app.bsky.feed.post/3m5f3pqw5vk2e"
"Bluesky","galaxy note","galaxy note","TWO. SOLD. OUT. NIGHTS. 🔥 Andromeda Turre lit up SOUTH Philly with pure jazz magic — soulful voice, crystal bowls, and a dream band that took us to another galaxy. Philly felt every note. 🎶💫 #PhillyJazz #AndromedaTurre #SOUTHJazzClub","2025-11-11T23:01:37.761642Z","2025-11-11 23:01:37.761642+00:00","harryhayman.bsky.social","1","0","at://did:plc:sgbrwxktqejmuwwc3nashg2e/app.bsky.feed.post/3m5fakpaed22w"
"Bluesky","galaxy note","galaxy note","One of the top 3 smartphone brands is making a 10,000 mAh phone: and it’s not Samsung or Apple The iPhone 17 Pro Max and the Galaxy S25 Ultra for reference. | Image by PhoneArenaXiaomi is often regarded as the third-biggest smartphone brand globally in smartphone shipments, trailing behind only…","2025-11-12T01:53:53Z","2025-11-12 01:53:53+00:00","toolcome.bsky.social","0","0","at://did:plc:sdmas34o5b3cnzyrvzvqafrf/app.bsky.feed.post/3m5fk6ryble2o"
"Bluesky","galaxy note","galaxy note","3Pcs Matte Ceramic Privacy Screen Protector for Samsung Galaxy S21 S20 S22 S23 S24 Ultra Note 20 10 S8 S9 S10 Plus Anti Spy Film","2025-11-12T02:33:41.325Z","2025-11-12 02:33:41.325000+00:00","gizopedia.bsky.social","0","0","at://did:plc:fcx5ybmclfiv7ibrrulohbkg/app.bsky.feed.post/3m5fmfvc2w32u"
"Bluesky","galaxy note","galaxy note","Not gonna lie, when I read ""Please note that no game information will be included in this presentation"" my first thought was ""Why would there be? The Galaxy games are already out on switch"" like a dumbass until a few minutes ago.","2025-11-12T03:41:55.815Z","2025-11-12 03:41:55.815000+00:00","maidlesskroolmain.bsky.social","0","0","at://did:plc:3vgw6klegxkdz57i3b4gkpnt/app.bsky.feed.post/3m5fq7vxim22v"
"Bluesky","galaxy note","galaxy note","All phones are phablets now. I had a Samsung Galaxy Note 2 as a second device, and people laughed at how huge it was. I didn't dream of it being my daily carrier. Now I have a Pixel 9a which is almost considered ""compact"" and welp, it's taller: phonesized.com/compare/#8,2...","2025-11-12T07:33:21.437Z","2025-11-12 07:33:21.437000+00:00","sjoy.lol","2","0","at://did:plc:jrzyao2holfkgrsfbq2tue27/app.bsky.feed.post/3m5g55qczec2x"
"Bluesky","galaxy note","galaxy note","Michelle's 2nd paper discusses a semi-analytical approach to modelling the formation of intermediate mass black holes in star clusters. They find different distributions in the cluster mass-black hole mass plane for globular and nuclear star clusters, Tune in for more!  🔭☄️   arxiv.org/abs/2511.00200","2025-11-12T14:45:12.608Z","2025-11-12 14:45:12.608000+00:00","starxiv.bsky.social","1","0","at://did:plc:cugc4wn2mruqtvx7lm2kztiy/app.bsky.feed.post/3m5gvbxciyb2z"
"Bluesky","galaxy note","galaxy note","Looking solid. Love that they're bringing in the Super Mario Sunshine elements. Also side note, but does the Galaxy music playing while Rosalina is wrecking house sound like cell phone ad music to anyone else?","2025-11-12T17:03:58.249Z","2025-11-12 17:03:58.249000+00:00","conterez.bsky.social","0","0","at://did:plc:mshw2mflfdnsaq5b2jorvjet/app.bsky.feed.post/3m5h5233l422t"
"Bluesky","galaxy note","galaxy note","Bowser getting reformed, Rosalina kicking butt, Bowser Jr and a trip across the galaxy. All great, all good. But, and I would like to note that yes I am indded biased, where was Yoshi?","2025-11-12T17:08:26.007Z","2025-11-12 17:08:26.007000+00:00","jpepchaos.bsky.social","1","0","at://did:plc:bc5vpvy2mpebp2f4ujl5kxrw/app.bsky.feed.post/3m5h5c2gvjk2o"
"Bluesky","galaxy note","galaxy note","Side note: did not care much for his voice in the trailer. Design is great. All the Galaxy elements looked amazing.","2025-11-12T20:33:32.433Z","2025-11-12 20:33:32.433000+00:00","thebaldemperor.bsky.social","1","0","at://did:plc:nmz7j5ju3xwh6lrkhn2khrze/app.bsky.feed.post/3m5hiqsr7o22r"
"Bluesky","galaxy note","galaxy note","@koimoa@kemokemo.org Seems like the S10 series in general held up really well in the modern day. Besides it and the Note 9 being the last Samsung phones to have the headphone jack and microSD card, my older sister was really happy when she used that phone, and my dad is currently using a Galaxy […]","2025-11-12T22:20:07.132Z","2025-11-12 22:20:07.132000+00:00","radmin.limepeeps.perchinup.top.ap.brid.gy","0","0","at://did:plc:zfnr7z743mhdmnljqgmytllw/app.bsky.feed.post/3m5hopztn5ai2"
"Bluesky","galaxy note","galaxy note","Gooooood morning peoples  I FINALLY beat a run of Balatro for the first time, marking the first time I've beaten a run of a roguelike ever! Turns out flushes were my best friend On a side note, the Mario Galaxy movie looks so good, they made Rosalina even more of a badass and I am HERE for it","2025-11-13T12:19:58.614Z","2025-11-13 12:19:58.614000+00:00","liquidx64.bsky.social","9","0","at://did:plc:zamxaorj5jdoc5rsjcsugwd3/app.bsky.feed.post/3m5j5n6bxjk23"
"Bluesky","galaxy note","galaxy note","How the Galaxy Note 20 Ultra still has every Galaxy Ultra phone beat.","2025-11-13T16:58:31.754Z","2025-11-13 16:58:31.754000+00:00","sammobile.com","1","0","at://did:plc:rvxv4ym53kmhtdulkxkhadkk/app.bsky.feed.post/3m5jn7b6idc27"
"Bluesky","galaxy note","galaxy note","Phones peaked at the Galaxy Note 4","2025-11-13T20:34:37.453Z","2025-11-13 20:34:37.453000+00:00","yooshark.bsky.social","1","0","at://did:plc:4hnrydqe3e36pdemawwenj56/app.bsky.feed.post/3m5jzboa7r22x"
"Bluesky","galaxy note","galaxy note","Man I am note excited but one would hope that Illumination execs don't try force 80s Needle drops that don't fit the movie in Mario Galaxy mocie. Eh whom am I kidding?","2025-11-13T23:07:58.144Z","2025-11-13 23:07:58.144000+00:00","maotenno.bsky.social","3","0","at://did:plc:janilysatjufiqu4cbeiefhh/app.bsky.feed.post/3m5kbtup2k22l"
"Bluesky","galaxy note","galaxy note","Galaxy Note 20 Ultra: The Ultra-Thin Phone Still Ahead of Its Time Introduction: The Timeless Allure of Thin Phones In 2025, the obsession with thinner smartphones is back in full swing. Samsung’s latest Galaxy S25 series showcases this trend, yet an unexpected contender still holds a remarkable…","2025-11-13T23:16:36Z","2025-11-13 23:16:36+00:00","undercodenews.bsky.social","0","0","at://did:plc:p464uedvuxtzckhrm4pfwxa5/app.bsky.feed.post/3m5kcdekgo725"
"Bluesky","galaxy note","galaxy note","Google’s always fuckin’ something up am i wrong","2025-11-13T23:18:22.237Z","2025-11-13 23:18:22.237000+00:00","sonarchy.lol","5","2","at://did:plc:fubioxnd4ox73lmqzakv7fh7/app.bsky.feed.post/3m5kcghv46c2a"
"Bluesky","galaxy note","galaxy note","On a personal note, my ""people"" hail from the distant Oort Cloud galaxy. Where are your ""people"" from,, my alien compatriot? 👀 I asked, and tough noogies on any readers who are phobic.  You all come from stardust. You might even be related on a microscopic level.  Why do I bother explaining.😅 🩵✌️🖖","2025-11-14T10:35:05.572Z","2025-11-14 10:35:05.572000+00:00","markofthemusic.com","0","0","at://did:plc:iyxfhdnnko6cdojskhjn5k5c/app.bsky.feed.post/3m5liakfvfs2j"
"Bluesky","galaxy note","galaxy note","Huh. I never knew about this teaching method. Suddenly, some of the most annoying people online being American makes even more more sense. On top of the galaxy-sized ego, they actually do not understand what they are reading.","2025-11-14T10:46:48.838Z","2025-11-14 10:46:48.838000+00:00","nellucnhoj.bsky.social","162","36","at://did:plc:qahd6ivsdg27uimg5vbrwtgm/app.bsky.feed.post/3m5liviwbvk2q"
"Bluesky","galaxy note","galaxy note","Bí Quyết Sở Hữu Ngay Chiếc Điện Thoại Đỉnh Cao Nhất 2023 – Samsung Galaxy Note 10 Plus Bí Quyết Sở Hữu Ngay Chiếc Điện Thoại Đỉnh Cao Nhất 2023 - Samsung Galaxy Note 10 Plus Trong thế giới công nghệ đầy cạnh tranh, Samsung Galaxy Note 10 Plus vẫn khẳng định vị thế ""ông hoàng"" với những tính năng…","2025-11-14T11:36:18Z","2025-11-14 11:36:18+00:00","queenvn.bsky.social","0","0","at://did:plc:olk6mhrifauaodxiquffevdd/app.bsky.feed.post/3m5llo2am2w27"
"Bluesky","galaxy note","galaxy note","Mmmmmm pokemon yaoi, how wholesome. Unrelated side note, what do you think of that one comic you made a while back where tiny Bowser and Luigi became friends possibly being the case based of the galaxy movie trailer?","2025-11-15T01:15:07.111Z","2025-11-15 01:15:07.111000+00:00","superjman1111.bsky.social","3","0","at://did:plc:sirgqemdqsrdjvsfbdklrpxp/app.bsky.feed.post/3m5mzg5pgm22s"
"Bluesky","galaxy note","galaxy note","「バッテリー galaxy 25」に関する記事です: https://samsungmagazine.eu/ja/2025/11/15/vydrz-baterie-galaxy-s25-ultra/","2025-11-15T10:02:01.697466+00:00","2025-11-15 10:02:01.697466+00:00","buchikuma.bsky.social","0","0","at://did:plc:jf26a7dgps3fck4zc7anchdl/app.bsky.feed.post/3m5nwudsumv2o"
"Bluesky","galaxy note","galaxy note","the samsung galaxy note 20 ultra. the last phone ever made","2025-11-15T10:13:32.380Z","2025-11-15 10:13:32.380000+00:00","kleppnixon.bsky.social","1","0","at://did:plc:dabydz6henko7u7gkhzzreek/app.bsky.feed.post/3m5nxiwfwvs2b"
"Bluesky","galaxy note","galaxy note","A Revised Three-dimensional Visualization of the Local Group of Galaxies, by Antonio Ciccolella ☑️ research note of the AAS doi.org/10.3847/2515-5172/ae1efc ☑️ ultra-high resolution version flic.kr/p/2rD6yGU 🧪 #Cosmology","2025-11-15T13:03:32.021Z","2025-11-15 13:03:32.021000+00:00","pomarede.bsky.social","67","17","at://did:plc:g4lrfpen3yldpmslaby2aigb/app.bsky.feed.post/3m5oayvkve22v"
"Bluesky","galaxy note","galaxy note","boxd.it/bINw2Z On a side note, that first trailer for The Super Mario Galaxy Movie was amazing!! That's my most anticipated animated film of next year!","2025-11-15T16:29:23.162Z","2025-11-15 16:29:23.162000+00:00","couyz.bsky.social","1","0","at://did:plc:flq6aqu6g6nzvik5iiy4s422/app.bsky.feed.post/3m5omiyj7wk23"
"Bluesky","galaxy note","galaxy note","Bí Quyết Sở Hữu Ngay Galaxy Note 10 Plus – Trải Nghiệm Đỉnh Cao Chưa Từng Có! Bí Quyết Sở Hữu Ngay Galaxy Note 10 Plus - Trải Nghiệm Đỉnh Cao Chưa Từng Có! Khám phá siêu phẩm công nghệ đình đám Samsung Galaxy Note 10 Plus - thiết bị hoàn hảo dành cho những người dẫn đầu xu hướng. Với thiết kế sang…","2025-11-15T17:05:52Z","2025-11-15 17:05:52+00:00","queenvn.bsky.social","0","0","at://did:plc:olk6mhrifauaodxiquffevdd/app.bsky.feed.post/3m5ookcadmq2t"
"Bluesky","galaxy note","galaxy note","haii new galaxy note","2025-11-15T19:46:16.783Z","2025-11-15 19:46:16.783000+00:00","sleepyfella.nekoweb.org","1","0","at://did:plc:3wcfjfzq6sxsstw532vicqov/app.bsky.feed.post/3m5oxj2ud6s26"
"Bluesky","galaxy note","galaxy note","While we're busy writing prompts, our partners are making sure everything makes it to your door. We couldn't do what we do without them. A huge thank you to Spiral Galaxy and our other fulfillment hubs!  Grab a holiday bundle if you want to see them in action! storyenginedeck.com/products/hol...","2025-11-15T20:10:20.500Z","2025-11-15 20:10:20.500000+00:00","storyenginedeck.bsky.social","1","1","at://did:plc:2knancjtlbvujn5n26fvvmtl/app.bsky.feed.post/3m5oyvxtl2k26"
"Bluesky","galaxy note","galaxy note","It's what they say in the photography world: the best camera is what you have! I have an old Samsung Galaxy Note 10+ that takes crappy photos 😁 so that's my excuse for having my cameras!","2025-11-16T08:42:14.439Z","2025-11-16 08:42:14.439000+00:00","ladyfirehorse.bsky.social","1","0","at://did:plc:qtqlgwhsi2dn2qgfqo6aqonc/app.bsky.feed.post/3m5qculpa4s2k"
"Bluesky","galaxy note","galaxy note","Yours truly tries looking up a potential smaller replacement for the Galaxy Note 3 with a partially fried GSM chip, gets depressed over potentisl options' functionality and dificulty of unlocking root access, orders another refurbed Galaxy Note 3 instead ;~;","2025-11-16T17:00:52.525Z","2025-11-16 17:00:52.525000+00:00","s15phaux.bsky.social","0","0","at://did:plc:drizmcf3ppsjxbbcjk75pl6s/app.bsky.feed.post/3m5r6q7sqyc2i"
"Bluesky","galaxy note","galaxy note","So, I got a Note 4 recently! I'll need to unlock its bootloader and give it Lineage OS soon (fuck Verizon), since Android 6 is outdated, but I missed the S Pen. It's just so useful for art, especially if you don't have the pocket space for more than a phone sometimes #art #sketch #phone #furry","2025-11-16T20:24:30.377Z","2025-11-16 20:24:30.377000+00:00","lemonheep.at.app.wafrn.net","4","0","at://did:plc:bigfvuswfkd3ckwbwteuogmx/app.bsky.feed.post/3m5rk4gawfk23"
"Bluesky","galaxy note","galaxy note","Will Leave the Galaxy For Good (audiobook) Yes I listened to this in roughly a day lol  Good, but my least favourite of the trilogy by quite a margin. Just felt a lot baggier, and felt like more could've been done with Daniel after the note the last book left him off on","2025-11-17T10:18:00.399Z","2025-11-17 10:18:00.399000+00:00","hovinwithanh.bsky.social","1","0","at://did:plc:74koypsnkgrfxdz43uofn3ei/app.bsky.feed.post/3m5syoqwx2c2f"
"Bluesky","galaxy note","galaxy note","Lovely prompt Fidel 🌠💫 @dragonslayerma.bsky.social Here's my #PromptCombo for #NorthStar Another idea is brewing.","2025-11-17T13:55:02.970Z","2025-11-17 13:55:02.970000+00:00","vignettes.bsky.social","45","7","at://did:plc:3t44tntthbg4wzc7ckovftbf/app.bsky.feed.post/3m5tesuaje22v"
"Bluesky","galaxy note","galaxy note","""Wandering note looking for its galaxy"" & ""small, improbable mercy""! 😍🏆","2025-11-17T14:17:56.079Z","2025-11-17 14:17:56.079000+00:00","janpsolivagant.bsky.social","2","0","at://did:plc:7ez5b5ilhocoh2rpmpfla4gy/app.bsky.feed.post/3m5tg3rpzhk24"
"Bluesky","galaxy note","galaxy note","⚽️🎙 LIVE SHOW TONIGHT! 🎙⚽️ MLS Flips the Schedule and the Galaxy finally close out 2025. Did a friendly have you thinking good offseason thoughts? Let's talk!   📆 TONIGHT ⏰ 8 PM 👥 Josh + @HammerEV9 📺 youtube.com/live/F5CD32N... #LAGalaxy #MLS  #Soccer #Podcast","2025-11-17T18:29:03.427Z","2025-11-17 18:29:03.427000+00:00","galaxypodcast.bsky.social","1","0","at://did:plc:gpd6rc2lbrj3yssbgdvwe2br/app.bsky.feed.post/3m5tu4uioj423"
"Bluesky","galaxy note","galaxy note","Samsung Expands Early Black Friday Sale With More Deals on Monitors, TVs, Appliances, and More","2025-11-17T18:33:05Z","2025-11-17 18:33:05+00:00","macrumors.bsky.social","5","0","at://did:plc:ritv6l6udmzeuwbit4omuq4x/app.bsky.feed.post/3m5tue2bhcn2m"
"Bluesky","galaxy note","galaxy note","Here is a direct photo of my workbench + direct scans for comparison. I touched up the colors slightly in SAI since I felt that my old scanner didn't do them justice, as well as fixing some minor color bleed. More details in the alt text.","2025-11-17T19:30:54.036Z","2025-11-17 19:30:54.036000+00:00","aistarin.bsky.social","9","2","at://did:plc:fhh53txbztltmabwfzbkzi5k/app.bsky.feed.post/3m5txlfs6s222"
"Bluesky","galaxy note","galaxy note","⚽️🎙 LIVE SHOW TONIGHT! 🎙⚽️ The offseason started about 6 mins early on Saturday night. But it is now officially, official. But MLS turned their schedule around, and the Galaxy want 4-6 new players on this team.   📆 TONIGHT ⏰ 8 PM 👥 Josh + @HammerEV9 📺 youtube.com/live/F5CD32N... #LAGalaxy #MLS","2025-11-17T20:00:10.767Z","2025-11-17 20:00:10.767000+00:00","galaxypodcast.bsky.social","0","0","at://did:plc:gpd6rc2lbrj3yssbgdvwe2br/app.bsky.feed.post/3m5tz7sytgh22"
"Bluesky","galaxy note","galaxy note","My first Tablet was my dad's Wacom Graphire4 (not my pic, lol) i'd scan in my sketchbook drawings then line and color them in Photoshop 7! It wasn't til years later I picked up a Note 4 and took a proper shot at drawing digitally xD","2025-11-17T23:05:27.623Z","2025-11-17 23:05:27.623000+00:00","leebe.bsky.social","6","1","at://did:plc:dyuvoimdcz3pldkdisoidork/app.bsky.feed.post/3m5udl2yyys2z"
"Bluesky","galaxy note","galaxy note","back in the day I used to make doodles of my friends using my now primitive Samsung Note Galaxy (hence the quality of this image lol) I want to start doodling stuff again","2025-11-18T00:12:18.992Z","2025-11-18 00:12:18.992000+00:00","magnodopus.bsky.social","5","0","at://did:plc:w2aqg4fwbm7nsjegqw2mrap4/app.bsky.feed.post/3m5uhcmk4ns2x"
"Bluesky","galaxy note","galaxy note","⚽️🎙 LIVE SHOW TONIGHT! 🎙⚽️ Taking little things from a friendly in the rain, and projecting out the Galaxy's needs. 2025 is done. 2026 awaits. Plus, an MLS Schedule Flip!   📆 TONIGHT ⏰ 8 PM 👥 Josh + @HammerEV9 📺 youtube.com/live/F5CD32N... #LAGalaxy #MLS  #Soccer #Podcast","2025-11-18T01:00:19.168Z","2025-11-18 01:00:19.168000+00:00","galaxypodcast.bsky.social","0","0","at://did:plc:gpd6rc2lbrj3yssbgdvwe2br/app.bsky.feed.post/3m5ujyiocks2u"
"Bluesky","galaxy note","galaxy note","⚽️🎙 LIVE SHOW IN 2 HOURS! 🎙⚽️ Can the Galaxy let youth win in 2026? Who reinforced our opinions of them in the friendly? Who's trying to change our minds? Plus, winter soccer in LA! No Problem! 📆 TONIGHT ⏰ 8 PM 👥 Josh + @HammerEV9 📺 youtube.com/live/F5CD32N... #LAGalaxy #MLS  #Soccer #Podcast","2025-11-18T02:00:11.619Z","2025-11-18 02:00:11.619000+00:00","galaxypodcast.bsky.social","1","0","at://did:plc:gpd6rc2lbrj3yssbgdvwe2br/app.bsky.feed.post/3m5undkpp4p23"
"Bluesky","galaxy note","galaxy note","⚽️🎙 LIVE SHOW IN 60 MINS 🎙⚽️ The Galaxy showed little signs of rust in a 2-2 draw with America. Is this the baseline we should expect in 2026? And  MLS flipped the schedule around. This will be ""fun!""   📆 TONIGHT ⏰ 8 PM 👥 Josh + @HammerEV9 📺 youtube.com/live/F5CD32N... #LAGalaxy #MLS  #Soccer","2025-11-18T03:00:09.150Z","2025-11-18 03:00:09.150000+00:00","galaxypodcast.bsky.social","0","0","at://did:plc:gpd6rc2lbrj3yssbgdvwe2br/app.bsky.feed.post/3m5uqorlktg2a"
"Bluesky","galaxy note","galaxy note","⚽️🎙 LIVE SHOW RIGHT NOW! 🎙⚽️ MLS Schedule change and what that could mean for conferences, a 2027 season, and more! Plus, the Galaxy are officially in offseason mode. Let's talk about the friendly! 📆 TONIGHT ⏰ 8 PM 👥 Josh + @HammerEV9 📺 youtube.com/live/F5CD32N... #LAGalaxy #MLS  #Soccer #Podcast","2025-11-18T04:00:17.403Z","2025-11-18 04:00:17.403000+00:00","galaxypodcast.bsky.social","0","0","at://did:plc:gpd6rc2lbrj3yssbgdvwe2br/app.bsky.feed.post/3m5uu2csxec2u"
"Bluesky","galaxy note","galaxy note","SAMSUNG PHONES REQUIRING REPLACEMENT * Galaxy A7 2017 * Galaxy A5 2017 * Galaxy J1 2016 * Galaxy J3 2016 * Galaxy J5 2017 * Galaxy Note 5 * Galaxy S6 * Galaxy S6 edge * Galaxy S6 Edge+ * Galaxy S7 * Galaxy S7 Edge","2025-11-18T05:07:15.125Z","2025-11-18 05:07:15.125000+00:00","jafo101.bsky.social","0","1","at://did:plc:epuypjxxjmekx7mdncwzekbh/app.bsky.feed.post/3m5uxs42qlk2k"
"Bluesky","galaxy note","galaxy note","Get the SAMSUNG Galaxy Tab S10 FE: Android Tablet with S Pen & Long Battery!","2025-11-18T05:09:27.425Z","2025-11-18 05:09:27.425000+00:00","gizopedia.bsky.social","0","0","at://did:plc:fcx5ybmclfiv7ibrrulohbkg/app.bsky.feed.post/3m5uxvx6ium2j"
"Bluesky","galaxy note","galaxy note","PODCAST: LA Galaxy End 2025 on a Fun, Rainy Note, & MLS Schedule Changes 🎙 youtube.com/live/F5CD32N... #LAGalaxy #MLS #Podcast #Soccer","2025-11-18T06:21:43.468Z","2025-11-18 06:21:43.468000+00:00","galaxypodcast.bsky.social","1","0","at://did:plc:gpd6rc2lbrj3yssbgdvwe2br/app.bsky.feed.post/3m5v3x7jbnk2s"
"Bluesky","galaxy note","galaxy note","I should save up for a Galaxy Note series or S Ultra series phone :3","2025-11-18T09:26:32.929Z","2025-11-18 09:26:32.929000+00:00","lemonheep.bsky.social","1","0","at://did:plc:t2b44ex2dpinbzgr47d5peyv/app.bsky.feed.post/3m5vgbnxknk22"
"Bluesky","galaxy note","galaxy note","LMGTFY: www.amazon.com/JXMOX-Headph...","2025-11-18T17:48:10.571Z","2025-11-18 17:48:10.571000+00:00","leaddreamer.bsky.social","0","0","at://did:plc:z4o2s45ugxigycqb2y4zzj7e/app.bsky.feed.post/3m5wccncjck2i"
"Bluesky","galaxy note","galaxy note","Samsung Galaxy Tab S6 Lite (2024) 10.4"" 128GB WiFi Android Student Tablet, S Pen for Note-Taking, Gaming Ready, Long Battery Life, Expandable Storage, US Version, Mint, Amazon Exclusive amzn.to/43BF1dy #Samsung #SamsungGalaxyTablet #tablets #AmazonDeals #ChristmasGifts #GiftsForHim #GiftsForHer","2025-11-19T00:49:54.161Z","2025-11-19 00:49:54.161000+00:00","mariasmm.bsky.social","1","0","at://did:plc:vit4rjvtg3qfavk5l7podf63/app.bsky.feed.post/3m5wzuqotfc2m"
"Bluesky","galaxy note","galaxy note","PODCAST: MLS Flips EVERYTHING around. But will it be that different? Will they get the boost they're hoping for? And closing out the season with a friendly 🎙 cornerofthegalaxy.com/2025/11/17/p... #LAGalaxy #MLS #Podcast #Soccer","2025-11-19T01:00:18.067Z","2025-11-19 01:00:18.067000+00:00","galaxypodcast.bsky.social","1","0","at://did:plc:gpd6rc2lbrj3yssbgdvwe2br/app.bsky.feed.post/3m5x2hf4ues23"
"Bluesky","galaxy note","galaxy note","Samsung Galaxy A57 5G Will Charge Faster Than The Flagship Galaxy S26","2025-11-19T01:16:13Z","2025-11-19 01:16:13+00:00","gizchinacom.bsky.social","0","0","at://did:plc:s3ejxmymusvlp4ugsyo6mvnx/app.bsky.feed.post/3m5x3dtglbe2t"
"Bluesky","galaxy note","galaxy note","Bí Quyết Sở Hữu Samsung Galaxy Note 20 5G – Nâng Tầm Trải Nghiệm Công Nghệ Đỉnh Cao Bí Quyết Sở Hữu Samsung Galaxy Note 20 5G - Nâng Tầm Trải Nghiệm Công Nghệ Đỉnh Cao Khám phá siêu phẩm Samsung Galaxy Note 20 5G - thiết bị di động hoàn hảo dành cho những người đam mê công nghệ và sáng tạo. Với…","2025-11-19T03:52:30Z","2025-11-19 03:52:30+00:00","queenvn.bsky.social","0","0","at://did:plc:olk6mhrifauaodxiquffevdd/app.bsky.feed.post/3m5xdzwe4nz2x"
"Bluesky","galaxy note","galaxy note","PODCAST: The Galaxy's season ends with lightning and rain, but still, on a good note. Plus, MLS thinks the schedule fixes their issues. Does it? 🎙 cornerofthegalaxy.com/2025/11/17/p... #LAGalaxy #MLS #Podcast #Soccer","2025-11-19T05:00:12.991Z","2025-11-19 05:00:12.991000+00:00","galaxypodcast.bsky.social","0","0","at://did:plc:gpd6rc2lbrj3yssbgdvwe2br/app.bsky.feed.post/3m5xhueoncw2v"
"Bluesky","galaxy note","galaxy note","Misskey-based clients aren't lagging too badly on a >10-year-old Galaxy Note 4!? ​:neofox_floof_surprised:​ Usually, Misskey would be the most bloated out of the social medias I use, with Bluskey and Wafrn taking less time. However, on the Note 4, Wafrn lags extremely horribly when trying to […]","2025-11-19T09:15:10.632Z","2025-11-19 09:15:10.632000+00:00","radmin.limepeeps.perchinup.top.ap.brid.gy","0","0","at://did:plc:zfnr7z743mhdmnljqgmytllw/app.bsky.feed.post/3m5xw4yccc2x2"
